actionid,casenumber,actionposition,actiontypecode,actiontype,actionstatuscode,utcstartdate,utcenddate,duration,actioneditororganisation,actioneditordepartment,actioncreatororganisation,actioncreatordepartment,referencetype,actioncallstate
933189748,***MASKED***,16,10,Outgoing call,20,2024-01-15 09:33:35.000000,2024-01-15 09:51:13.000000,17.633333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933192964,***MASKED***,11,10,Outgoing call,20,2024-01-15 10:35:23.000000,2024-01-15 10:38:41.000000,3.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933202199,***MASKED***,6,10,Outgoing call,20,2024-01-15 13:43:05.000000,2024-01-15 13:43:49.000000,0.7333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933204472,***MASKED***,19,10,Outgoing call,20,2024-01-15 14:22:06.000000,2024-01-15 14:22:33.000000,0.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933208750,***MASKED***,10,10,Outgoing call,20,2024-01-15 15:40:57.000000,2024-01-15 15:46:27.000000,5.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933214490,***MASKED***,9,10,Outgoing call,20,2024-01-15 20:15:40.000000,2024-01-15 21:09:42.000000,54.03333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933221641,***MASKED***,4,10,Outgoing call,20,2024-01-16 06:06:51.000000,2024-01-16 06:09:13.000000,2.3666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933242018,***MASKED***,6,10,Outgoing call,20,2024-01-16 13:07:49.000000,2024-01-16 13:17:28.000000,9.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933245776,***MASKED***,5,10,Outgoing call,20,2024-01-16 14:06:06.000000,2024-01-16 14:32:59.000000,26.883333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933248174,***MASKED***,6,10,Outgoing call,20,2024-01-16 14:43:53.000000,2024-01-16 15:01:32.000000,17.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933259091,***MASKED***,32,10,Outgoing call,20,2024-01-16 23:40:07.000000,2024-01-16 23:45:34.000000,5.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933273089,***MASKED***,9,10,Outgoing call,20,2024-01-17 08:54:06.000000,2024-01-17 08:54:28.000000,0.3666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933275070,***MASKED***,53,10,Outgoing call,20,2024-01-17 09:24:21.000000,2024-01-17 10:01:02.000000,36.68333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933291079,***MASKED***,9,10,Outgoing call,20,2024-01-17 14:53:00.000000,2024-01-17 14:53:36.000000,0.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933304137,***MASKED***,5,10,Outgoing call,20,2024-01-18 03:11:10.000000,2024-01-18 03:11:44.000000,0.5666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933306376,***MASKED***,9,10,Outgoing call,20,2024-01-18 06:00:00.000000,2024-01-18 06:04:17.000000,4.283333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933316582,***MASKED***,37,10,Outgoing call,20,2024-01-18 09:26:15.000000,2024-01-18 09:26:23.000000,0.1333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933318284,***MASKED***,16,10,Outgoing call,20,2024-01-18 09:57:47.000000,2024-01-18 10:19:06.000000,21.316666666666663,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933321639,***MASKED***,9,10,Outgoing call,20,2024-01-18 11:12:19.000000,2024-01-18 11:20:13.000000,7.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933325985,***MASKED***,8,10,Outgoing call,20,2024-01-18 12:56:52.000000,2024-01-18 13:05:02.000000,8.166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933329805,***MASKED***,3,10,Outgoing call,20,2024-01-18 14:05:36.000000,2024-01-18 14:10:05.000000,4.483333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933330158,***MASKED***,10,10,Outgoing call,20,2024-01-18 14:11:25.000000,2024-01-18 14:15:09.000000,3.733333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933331703,***MASKED***,10,10,Outgoing call,20,2024-01-18 14:41:20.000000,2024-01-18 14:41:41.000000,0.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933331924,***MASKED***,13,10,Outgoing call,20,2024-01-18 14:44:48.000000,2024-01-18 14:47:22.000000,2.566666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933332318,***MASKED***,13,10,Outgoing call,20,2024-01-18 14:52:59.000000,2024-01-18 15:49:47.000000,56.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933333984,***MASKED***,4,10,Outgoing call,20,2024-01-18 15:36:15.000000,2024-01-18 15:43:10.000000,6.916666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933335294,***MASKED***,2,10,Outgoing call,20,2024-01-18 16:05:54.000000,2024-01-18 16:10:28.000000,4.566666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933339213,***MASKED***,12,10,Outgoing call,20,2024-01-18 20:03:20.000000,2024-01-18 20:04:36.000000,1.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933341131,***MASKED***,3,10,Outgoing call,20,2024-01-19 00:06:27.000000,2024-01-19 00:06:31.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933350493,***MASKED***,5,10,Outgoing call,20,2024-01-19 07:44:38.000000,2024-01-19 08:00:19.000000,15.683333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933357508,***MASKED***,11,10,Outgoing call,20,2024-01-19 10:11:25.000000,2024-01-19 10:25:42.000000,14.283333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933357758,***MASKED***,6,10,Outgoing call,20,2024-01-19 10:17:15.000000,2024-01-19 10:18:24.000000,1.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933365132,***MASKED***,12,10,Outgoing call,20,2024-01-19 13:28:34.000000,2024-01-19 13:57:13.000000,28.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933374771,***MASKED***,16,10,Outgoing call,20,2024-01-19 18:54:19.000000,2024-01-19 18:54:22.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933377408,***MASKED***,3,10,Outgoing call,20,2024-01-20 00:11:33.000000,2024-01-20 00:11:36.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933378583,***MASKED***,10,10,Outgoing call,20,2024-01-20 04:42:19.000000,2024-01-20 04:53:44.000000,11.416666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933378738,***MASKED***,3,10,Outgoing call,20,2024-01-20 05:20:21.000000,2024-01-20 05:20:26.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933379080,***MASKED***,6,10,Outgoing call,20,2024-01-20 07:13:23.000000,2024-01-20 07:13:37.000000,0.2333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933399454,***MASKED***,3,10,Outgoing call,20,2024-01-22 08:46:13.000000,2024-01-22 08:50:51.000000,4.633333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933402813,***MASKED***,4,10,Outgoing call,20,2024-01-22 09:43:57.000000,2024-01-22 10:03:01.000000,19.066666666666663,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933403035,***MASKED***,6,10,Outgoing call,20,2024-01-22 09:48:15.000000,2024-01-22 09:48:53.000000,0.6333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933407409,***MASKED***,40,10,Outgoing call,20,2024-01-22 11:27:31.000000,2024-01-22 11:27:44.000000,0.2166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933414300,***MASKED***,7,10,Outgoing call,20,2024-01-22 13:36:09.000000,2024-01-22 13:38:46.000000,2.6166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933415893,***MASKED***,4,10,Outgoing call,20,2024-01-22 14:02:16.000000,2024-01-22 14:06:24.000000,4.133333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933416868,***MASKED***,11,10,Outgoing call,20,2024-01-22 14:20:42.000000,2024-01-22 14:21:17.000000,0.5833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933419292,***MASKED***,6,10,Outgoing call,20,2024-01-22 15:01:41.000000,2024-01-22 15:05:53.000000,4.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933446161,***MASKED***,37,10,Outgoing call,20,2024-01-23 09:56:59.000000,2024-01-23 12:01:03.000000,124.06666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933453568,***MASKED***,12,10,Outgoing call,20,2024-01-23 12:45:26.000000,2024-01-23 12:46:25.000000,0.9833333333333332,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933462017,***MASKED***,4,10,Outgoing call,20,2024-01-23 15:14:17.000000,2024-01-23 15:15:14.000000,0.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933462177,***MASKED***,16,10,Outgoing call,20,2024-01-23 15:18:20.000000,2024-01-23 15:18:29.000000,0.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933467116,***MASKED***,24,10,Outgoing call,20,2024-01-23 18:20:22.000000,2024-01-23 18:24:02.000000,3.6666666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933468653,***MASKED***,39,10,Outgoing call,20,2024-01-23 20:16:22.000000,2024-01-23 20:22:13.000000,5.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933468799,***MASKED***,19,10,Outgoing call,20,2024-01-23 20:25:27.000000,2024-01-23 20:26:24.000000,0.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933471159,***MASKED***,12,10,Outgoing call,20,2024-01-24 00:34:19.000000,2024-01-24 07:12:24.000000,398.0833333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933477142,***MASKED***,17,10,Outgoing call,20,2024-01-24 06:45:26.000000,2024-01-24 06:50:17.000000,4.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933481875,***MASKED***,7,10,Outgoing call,20,2024-01-24 08:21:23.000000,2024-01-24 08:38:29.000000,17.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933493345,***MASKED***,17,10,Outgoing call,20,2024-01-24 12:26:00.000000,2024-01-24 12:26:14.000000,0.2333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933508927,***MASKED***,20,10,Outgoing call,20,2024-01-24 20:03:37.000000,2024-01-24 20:11:24.000000,7.783333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933513614,***MASKED***,3,10,Outgoing call,20,2024-01-25 02:29:15.000000,2024-01-25 02:29:33.000000,0.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933515635,***MASKED***,3,10,Outgoing call,20,2024-01-25 05:21:03.000000,2024-01-25 05:21:06.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933518201,***MASKED***,9,10,Outgoing call,20,2024-01-25 06:42:20.000000,2024-01-25 06:51:10.000000,8.833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933520579,***MASKED***,24,10,Outgoing call,20,2024-01-25 07:32:40.000000,2024-01-25 07:35:03.000000,2.3833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933526976,***MASKED***,13,10,Outgoing call,20,2024-01-25 09:30:51.000000,2024-01-25 09:41:17.000000,10.433333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933531014,***MASKED***,5,10,Outgoing call,20,2024-01-25 10:46:20.000000,2024-01-25 10:53:45.000000,7.416666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933532425,***MASKED***,5,10,Outgoing call,20,2024-01-25 11:23:04.000000,2024-01-25 11:23:39.000000,0.5833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933542407,***MASKED***,15,10,Outgoing call,20,2024-01-25 14:35:41.000000,2024-01-25 14:39:13.000000,3.533333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933546601,***MASKED***,7,10,Outgoing call,20,2024-01-25 16:02:35.000000,2024-01-25 16:03:40.000000,1.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933550846,***MASKED***,5,10,Outgoing call,20,2024-01-25 19:27:33.000000,2024-01-25 19:38:34.000000,11.016666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933552577,***MASKED***,4,10,Outgoing call,20,2024-01-25 21:48:34.000000,2024-01-25 21:49:52.000000,1.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933559119,***MASKED***,10,10,Outgoing call,20,2024-01-26 06:47:54.000000,2024-01-26 06:47:57.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933582343,***MASKED***,27,10,Outgoing call,20,2024-01-26 15:10:35.000000,2024-01-26 15:13:37.000000,3.033333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933583280,***MASKED***,4,10,Outgoing call,20,2024-01-26 15:33:57.000000,2024-01-26 15:49:49.000000,15.866666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933606597,***MASKED***,3,10,Outgoing call,20,2024-01-29 07:53:17.000000,2024-01-29 08:32:13.000000,38.93333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933614021,***MASKED***,17,10,Outgoing call,20,2024-01-29 09:54:47.000000,2024-01-29 10:34:18.000000,39.516666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933617525,***MASKED***,6,10,Outgoing call,20,2024-01-29 11:00:34.000000,2024-01-29 11:09:33.000000,8.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933618826,***MASKED***,47,10,Outgoing call,20,2024-01-29 11:36:52.000000,2024-01-29 11:44:49.000000,7.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933618851,***MASKED***,3,10,Outgoing call,20,2024-01-29 11:37:24.000000,2024-01-29 11:37:26.000000,0.0333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933624611,***MASKED***,10,10,Outgoing call,20,2024-01-29 13:27:18.000000,2024-01-29 13:46:00.000000,18.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933624639,***MASKED***,19,10,Outgoing call,20,2024-01-29 13:27:40.000000,2024-01-29 14:36:15.000000,68.58333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933626894,***MASKED***,3,10,Outgoing call,20,2024-01-29 14:06:03.000000,2024-01-29 14:06:19.000000,0.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933630119,***MASKED***,5,10,Outgoing call,20,2024-01-29 14:57:10.000000,2024-01-29 14:59:21.000000,2.183333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933651126,***MASKED***,4,10,Outgoing call,20,2024-01-30 07:35:40.000000,2024-01-30 07:35:54.000000,0.2333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933657176,***MASKED***,3,10,Outgoing call,20,2024-01-30 09:19:56.000000,2024-01-30 09:42:34.000000,22.633333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933672517,***MASKED***,6,10,Outgoing call,20,2024-01-30 14:19:34.000000,2024-01-30 14:40:19.000000,20.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933675483,***MASKED***,12,10,Outgoing call,20,2024-01-30 15:08:28.000000,2024-01-30 15:10:03.000000,1.5833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933680795,***MASKED***,11,10,Outgoing call,20,2024-01-30 18:18:15.000000,2024-01-30 18:19:07.000000,0.8666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933710838,***MASKED***,32,10,Outgoing call,20,2024-01-31 12:58:57.000000,2024-01-31 13:32:04.000000,33.11666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933732913,***MASKED***,70,10,Outgoing call,20,2024-02-01 06:30:24.000000,2024-02-01 06:31:24.000000,1.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933760171,***MASKED***,19,10,Outgoing call,20,2024-02-01 15:24:39.000000,2024-02-01 15:25:09.000000,0.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933772683,***MASKED***,11,10,Outgoing call,20,2024-02-02 05:42:00.000000,2024-02-02 05:59:25.000000,17.416666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933776240,***MASKED***,17,10,Outgoing call,20,2024-02-02 07:09:32.000000,2024-02-02 07:39:15.000000,29.716666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933876946,***MASKED***,66,10,Outgoing call,20,2024-02-06 10:17:12.000000,2024-02-06 10:21:17.000000,4.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933984613,***MASKED***,18,10,Outgoing call,20,2024-02-09 08:40:41.000000,2024-02-09 09:13:12.000000,32.516666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934061840,***MASKED***,15,10,Outgoing call,20,2024-02-13 10:52:37.000000,2024-02-13 10:53:38.000000,1.0166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934107454,***MASKED***,41,10,Outgoing call,20,2024-02-14 14:08:05.000000,2024-02-15 08:21:58.000000,1093.8833333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934184465,***MASKED***,32,10,Outgoing call,20,2024-02-16 15:07:38.000000,2024-02-16 15:22:47.000000,15.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934343747,***MASKED***,50,10,Outgoing call,20,2024-02-22 10:23:34.000000,2024-02-22 10:26:39.000000,3.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934432366,***MASKED***,11,10,Outgoing call,20,2024-02-26 12:04:04.000000,2024-02-26 12:07:30.000000,3.433333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934446129,***MASKED***,47,10,Outgoing call,20,2024-02-26 16:16:10.000000,2024-02-26 16:23:50.000000,7.666666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934654608,***MASKED***,163,10,Outgoing call,20,2024-03-04 13:17:21.000000,2024-03-04 13:17:33.000000,0.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
935016357,***MASKED***,22,10,Outgoing call,20,2024-03-15 07:29:42.000000,2024-03-15 07:36:47.000000,7.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935267771,***MASKED***,85,10,Outgoing call,20,2024-03-25 07:07:40.000000,2024-03-25 07:11:11.000000,3.5166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
937447526,***MASKED***,72,10,Outgoing call,20,2024-06-12 07:41:45.000000,2024-06-12 07:44:05.000000,2.333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
939092497,***MASKED***,175,10,Outgoing call,20,2024-08-07 12:01:50.000000,2024-08-07 12:09:14.000000,7.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932840321,***MASKED***,3,10,Outgoing call,20,2024-01-02 00:38:51.000000,2024-01-02 00:40:45.000000,1.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932840692,***MASKED***,3,10,Outgoing call,20,2024-01-02 01:04:52.000000,2024-01-02 01:04:56.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932841432,***MASKED***,3,10,Outgoing call,20,2024-01-02 01:42:59.000000,2024-01-02 01:43:03.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932843647,***MASKED***,18,10,Outgoing call,20,2024-01-02 04:05:58.000000,2024-01-02 04:06:35.000000,0.6166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932852333,***MASKED***,4,10,Outgoing call,20,2024-01-02 09:26:56.000000,2024-01-02 09:44:12.000000,17.266666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932860178,***MASKED***,3,10,Outgoing call,20,2024-01-02 13:36:16.000000,2024-01-02 13:46:25.000000,10.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932863820,***MASKED***,19,10,Outgoing call,20,2024-01-02 15:16:20.000000,2024-01-02 15:21:29.000000,5.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932867149,***MASKED***,5,10,Outgoing call,20,2024-01-02 17:44:15.000000,2024-01-02 17:47:22.000000,3.1166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932872679,***MASKED***,5,10,Outgoing call,20,2024-01-03 03:30:22.000000,2024-01-03 03:40:09.000000,9.783333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932876574,***MASKED***,3,10,Outgoing call,20,2024-01-03 07:23:31.000000,2024-01-03 07:23:35.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932877383,***MASKED***,15,10,Outgoing call,20,2024-01-03 07:39:18.000000,2024-01-03 07:48:12.000000,8.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932887548,***MASKED***,6,10,Outgoing call,20,2024-01-03 12:00:15.000000,2024-01-03 12:05:36.000000,5.35,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932894812,***MASKED***,6,10,Outgoing call,20,2024-01-03 15:00:51.000000,2024-01-03 15:10:01.000000,9.166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932896479,***MASKED***,3,10,Outgoing call,20,2024-01-03 15:40:07.000000,2024-01-03 15:40:12.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932896757,***MASKED***,4,10,Outgoing call,20,2024-01-03 15:46:41.000000,2024-01-03 15:48:58.000000,2.283333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932897829,***MASKED***,6,10,Outgoing call,20,2024-01-03 16:24:17.000000,2024-01-03 16:28:11.000000,3.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932897917,***MASKED***,4,10,Outgoing call,20,2024-01-03 16:28:05.000000,2024-01-03 16:29:37.000000,1.5333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932904946,***MASKED***,6,10,Outgoing call,20,2024-01-04 02:56:34.000000,2024-01-04 02:58:43.000000,2.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932910373,***MASKED***,7,10,Outgoing call,20,2024-01-04 07:55:12.000000,2024-01-04 07:57:52.000000,2.6666666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932919485,***MASKED***,4,10,Outgoing call,20,2024-01-04 12:13:19.000000,2024-01-04 12:13:24.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932929214,***MASKED***,5,10,Outgoing call,20,2024-01-04 17:01:59.000000,2024-01-04 17:04:50.000000,2.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932931815,***MASKED***,8,10,Outgoing call,20,2024-01-04 20:43:29.000000,2024-01-04 20:48:45.000000,5.266666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932936615,***MASKED***,7,10,Outgoing call,20,2024-01-05 03:18:21.000000,2024-01-05 03:21:24.000000,3.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932938790,***MASKED***,6,10,Outgoing call,20,2024-01-05 06:20:11.000000,2024-01-05 09:31:37.000000,191.4333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932940855,***MASKED***,3,10,Outgoing call,20,2024-01-05 07:22:34.000000,2024-01-05 07:27:54.000000,5.333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932947500,***MASKED***,11,10,Outgoing call,20,2024-01-05 10:12:13.000000,2024-01-05 10:20:22.000000,8.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932974345,***MASKED***,8,10,Outgoing call,20,2024-01-08 07:01:50.000000,2024-01-08 08:07:19.000000,65.48333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932977996,***MASKED***,9,10,Outgoing call,20,2024-01-08 08:00:32.000000,2024-01-08 08:10:51.000000,10.316666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932979494,***MASKED***,4,10,Outgoing call,20,2024-01-08 08:29:08.000000,2024-01-08 08:40:25.000000,11.283333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932983289,***MASKED***,11,10,Outgoing call,20,2024-01-08 09:40:51.000000,2024-01-08 09:46:50.000000,5.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932986812,***MASKED***,4,10,Outgoing call,20,2024-01-08 10:52:46.000000,2024-01-08 10:53:02.000000,0.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932995050,***MASKED***,8,10,Outgoing call,20,2024-01-08 13:50:20.000000,2024-01-08 13:56:19.000000,5.983333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932995161,***MASKED***,3,10,Outgoing call,20,2024-01-08 13:52:38.000000,2024-01-08 13:55:34.000000,2.933333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933005063,***MASKED***,9,10,Outgoing call,20,2024-01-08 19:42:44.000000,2024-01-08 20:10:14.000000,27.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933013144,***MASKED***,3,10,Outgoing call,20,2024-01-09 06:03:26.000000,2024-01-09 06:15:39.000000,12.216666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933016969,***MASKED***,24,10,Outgoing call,20,2024-01-09 07:27:18.000000,2024-01-09 07:29:28.000000,2.1666666666666665,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933023124,***MASKED***,4,10,Outgoing call,20,2024-01-09 09:16:38.000000,2024-01-09 09:17:46.000000,1.1333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933048096,***MASKED***,10,10,Outgoing call,20,2024-01-09 23:10:31.000000,2024-01-09 23:10:50.000000,0.3166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933051662,***MASKED***,3,10,Outgoing call,20,2024-01-10 03:08:02.000000,2024-01-10 03:08:05.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933051931,***MASKED***,4,10,Outgoing call,20,2024-01-10 03:39:00.000000,2024-01-10 03:52:57.000000,13.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
