actionid,casenumber,actionposition,actiontypecode,actiontype,actionstatuscode,utcstartdate,utcenddate,duration,actioneditororganisation,actioneditordepartment,actioncreatororganisation,actioncreatordepartment,referencetype,actioncallstate
933524567,***MASKED***,10,10,Outgoing call,20,2024-01-25 08:46:28.000000,2024-01-25 08:47:23.000000,0.9166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933536594,***MASKED***,5,10,Outgoing call,20,2024-01-25 12:55:56.000000,2024-01-25 13:51:01.000000,55.083333333333336,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933537190,***MASKED***,41,10,Outgoing call,20,2024-01-25 13:07:10.000000,2024-01-25 13:08:49.000000,1.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933540823,***MASKED***,18,10,Outgoing call,20,2024-01-25 14:08:13.000000,2024-01-25 14:20:58.000000,12.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933541163,***MASKED***,12,10,Outgoing call,20,2024-01-25 14:13:51.000000,2024-01-25 14:22:17.000000,8.433333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933546864,***MASKED***,21,10,Outgoing call,20,2024-01-25 16:09:13.000000,2024-01-25 16:13:17.000000,4.066666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933565307,***MASKED***,4,10,Outgoing call,20,2024-01-26 08:51:45.000000,2024-01-26 08:58:09.000000,6.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933572471,***MASKED***,3,10,Outgoing call,20,2024-01-26 11:32:35.000000,2024-01-26 11:34:36.000000,2.0166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933572613,***MASKED***,3,10,Outgoing call,20,2024-01-26 11:37:59.000000,2024-01-26 11:46:39.000000,8.666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933573411,***MASKED***,4,10,Outgoing call,20,2024-01-26 11:59:30.000000,2024-01-26 14:42:47.000000,163.28333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933591467,***MASKED***,8,10,Outgoing call,20,2024-01-27 07:38:57.000000,2024-01-27 07:44:43.000000,5.766666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933608681,***MASKED***,28,10,Outgoing call,20,2024-01-29 08:30:06.000000,2024-01-29 08:38:26.000000,8.333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933614072,***MASKED***,12,10,Outgoing call,20,2024-01-29 09:55:25.000000,2024-01-29 09:56:50.000000,1.4166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933624045,***MASKED***,3,10,Outgoing call,20,2024-01-29 13:17:06.000000,2024-01-29 13:17:59.000000,0.8833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933627174,***MASKED***,7,10,Outgoing call,20,2024-01-29 14:10:52.000000,2024-01-29 14:33:16.000000,22.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933655779,***MASKED***,3,10,Outgoing call,20,2024-01-30 08:57:40.000000,2024-01-30 08:58:46.000000,1.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933661097,***MASKED***,17,10,Outgoing call,20,2024-01-30 10:25:17.000000,2024-01-30 10:30:04.000000,4.783333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933664248,***MASKED***,11,10,Outgoing call,20,2024-01-30 11:35:27.000000,2024-01-30 11:40:15.000000,4.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933673923,***MASKED***,5,10,Outgoing call,20,2024-01-30 14:41:25.000000,2024-01-30 14:47:31.000000,6.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933682177,***MASKED***,15,10,Outgoing call,20,2024-01-30 19:49:13.000000,2024-01-30 19:50:40.000000,1.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933691312,***MASKED***,12,10,Outgoing call,20,2024-01-31 06:38:15.000000,2024-01-31 06:38:56.000000,0.6833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933695911,***MASKED***,64,10,Outgoing call,20,2024-01-31 07:57:06.000000,2024-01-31 14:25:09.000000,388.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933700729,***MASKED***,21,10,Outgoing call,20,2024-01-31 09:22:50.000000,2024-01-31 09:24:46.000000,1.9333333333333331,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933714259,***MASKED***,14,10,Outgoing call,20,2024-01-31 14:00:51.000000,2024-01-31 14:01:33.000000,0.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933731855,***MASKED***,13,10,Outgoing call,20,2024-02-01 06:01:38.000000,2024-02-01 06:07:32.000000,5.9,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933786724,***MASKED***,19,10,Outgoing call,20,2024-02-02 09:51:21.000000,2024-02-02 09:55:40.000000,4.316666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933791106,***MASKED***,49,10,Outgoing call,20,2024-02-02 11:11:58.000000,2024-02-02 11:12:01.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933792475,***MASKED***,23,10,Outgoing call,20,2024-02-02 11:57:29.000000,2024-02-02 11:57:32.000000,0.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933823417,***MASKED***,20,10,Outgoing call,20,2024-02-05 06:57:52.000000,2024-02-05 06:58:34.000000,0.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933852638,***MASKED***,6,10,Outgoing call,20,2024-02-05 15:56:20.000000,2024-02-05 15:56:24.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933865800,***MASKED***,13,10,Outgoing call,20,2024-02-06 07:08:58.000000,2024-02-06 08:48:05.000000,99.11666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933867110,***MASKED***,44,10,Outgoing call,20,2024-02-06 07:31:05.000000,2024-02-06 07:42:09.000000,11.066666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933872781,***MASKED***,13,10,Outgoing call,20,2024-02-06 09:05:07.000000,2024-02-06 09:07:21.000000,2.2333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933960685,***MASKED***,18,10,Outgoing call,20,2024-02-08 12:58:56.000000,2024-02-08 13:12:44.000000,13.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934059394,***MASKED***,23,10,Outgoing call,20,2024-02-13 09:58:44.000000,2024-02-13 10:07:22.000000,8.633333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934076454,***MASKED***,39,10,Outgoing call,20,2024-02-13 16:05:21.000000,2024-02-13 16:07:34.000000,2.216666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934135411,***MASKED***,51,10,Outgoing call,20,2024-02-15 10:48:08.000000,2024-02-15 10:57:54.000000,9.766666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934267079,***MASKED***,15,10,Outgoing call,20,2024-02-20 13:22:26.000000,2024-02-20 15:15:04.000000,112.63333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934303535,***MASKED***,15,10,Outgoing call,20,2024-02-21 10:42:54.000000,2024-02-21 10:43:33.000000,0.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934344188,***MASKED***,18,10,Outgoing call,20,2024-02-22 10:35:44.000000,2024-02-22 11:04:50.000000,29.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934527197,***MASKED***,44,10,Outgoing call,20,2024-02-28 13:56:15.000000,2024-02-28 13:56:39.000000,0.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934609013,***MASKED***,23,10,Outgoing call,20,2024-03-01 13:41:13.000000,2024-03-01 13:42:27.000000,1.2333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934612031,***MASKED***,110,10,Outgoing call,20,2024-03-01 14:42:23.000000,2024-03-01 14:45:39.000000,3.2666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934775374,***MASKED***,27,10,Outgoing call,20,2024-03-07 10:33:36.000000,2024-03-07 10:41:06.000000,7.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
934820285,***MASKED***,42,10,Outgoing call,20,2024-03-08 12:24:16.000000,2024-03-08 12:25:31.000000,1.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
935166456,***MASKED***,55,10,Outgoing call,20,2024-03-20 14:32:01.000000,2024-03-20 14:33:38.000000,1.6166666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935401226,***MASKED***,12,10,Outgoing call,20,2024-03-28 10:54:20.000000,2024-03-28 10:54:26.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935432600,***MASKED***,41,10,Outgoing call,20,2024-03-29 13:59:17.000000,2024-03-29 13:59:35.000000,0.3,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
935454484,***MASKED***,69,10,Outgoing call,20,2024-04-01 13:00:17.000000,2024-04-01 13:00:55.000000,0.6333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935556699,***MASKED***,13,10,Outgoing call,20,2024-04-04 08:33:49.000000,2024-04-04 08:43:58.000000,10.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
935597769,***MASKED***,29,10,Outgoing call,20,2024-04-05 11:33:23.000000,2024-04-05 11:34:53.000000,1.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
935749659,***MASKED***,44,10,Outgoing call,20,2024-04-11 07:19:33.000000,2024-04-11 08:13:42.000000,54.15,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
936869120,***MASKED***,98,10,Outgoing call,20,2024-05-22 11:15:59.000000,2024-05-22 11:16:09.000000,0.1666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
932850572,***MASKED***,9,10,Outgoing call,20,2024-01-02 08:36:49.000000,2024-01-02 09:14:21.000000,37.53333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932853948,***MASKED***,6,10,Outgoing call,20,2024-01-02 10:11:18.000000,2024-01-02 10:11:24.000000,0.1,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
932864776,***MASKED***,6,10,Outgoing call,20,2024-01-02 15:43:25.000000,2024-01-02 15:51:13.000000,7.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932867254,***MASKED***,12,10,Outgoing call,20,2024-01-02 17:51:43.000000,2024-01-02 17:52:48.000000,1.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932873714,***MASKED***,3,10,Outgoing call,20,2024-01-03 05:38:03.000000,2024-01-03 05:38:07.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932889095,***MASKED***,21,10,Outgoing call,20,2024-01-03 12:47:15.000000,2024-01-03 12:49:14.000000,1.9833333333333332,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932891130,***MASKED***,3,10,Outgoing call,20,2024-01-03 13:35:46.000000,2024-01-03 22:03:15.000000,507.48333333333335,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932909262,***MASKED***,3,10,Outgoing call,20,2024-01-04 07:25:59.000000,2024-01-04 13:24:02.000000,358.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932909646,***MASKED***,10,10,Outgoing call,20,2024-01-04 07:36:00.000000,2024-01-04 08:20:20.000000,44.333333333333336,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932910114,***MASKED***,5,10,Outgoing call,20,2024-01-04 07:48:45.000000,2024-01-04 07:48:56.000000,0.1833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932916327,***MASKED***,4,10,Outgoing call,20,2024-01-04 10:20:18.000000,2024-01-04 10:29:58.000000,9.666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932927728,***MASKED***,8,10,Outgoing call,20,2024-01-04 15:52:04.000000,2024-01-04 16:16:29.000000,24.416666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
932933853,***MASKED***,6,10,Outgoing call,20,2024-01-05 00:30:50.000000,2024-01-05 00:31:23.000000,0.55,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932936532,***MASKED***,4,10,Outgoing call,20,2024-01-05 03:10:26.000000,2024-01-05 03:48:13.000000,37.78333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932939695,***MASKED***,6,10,Outgoing call,20,2024-01-05 06:52:36.000000,2024-01-05 07:28:17.000000,35.68333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932944960,***MASKED***,6,10,Outgoing call,20,2024-01-05 09:00:54.000000,2024-01-05 14:47:36.000000,346.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932945907,***MASKED***,3,10,Outgoing call,20,2024-01-05 09:24:38.000000,2024-01-05 09:40:02.000000,15.4,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932950142,***MASKED***,14,10,Outgoing call,20,2024-01-05 11:51:47.000000,2024-01-05 11:57:43.000000,5.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932955207,***MASKED***,18,10,Outgoing call,20,2024-01-05 14:31:21.000000,2024-01-05 14:39:17.000000,7.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932963622,***MASKED***,3,10,Outgoing call,20,2024-01-06 01:47:17.000000,2024-01-06 01:56:53.000000,9.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932965728,***MASKED***,7,10,Outgoing call,20,2024-01-07 05:00:24.000000,2024-01-07 05:01:00.000000,0.6,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932973277,***MASKED***,14,10,Outgoing call,20,2024-01-08 06:38:00.000000,2024-01-08 06:40:30.000000,2.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932975663,***MASKED***,4,10,Outgoing call,20,2024-01-08 07:23:14.000000,2024-01-08 07:27:45.000000,4.516666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932982692,***MASKED***,27,10,Outgoing call,20,2024-01-08 09:28:22.000000,2024-01-08 09:30:25.000000,2.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932983202,***MASKED***,10,10,Outgoing call,20,2024-01-08 09:39:24.000000,2024-01-08 09:54:17.000000,14.883333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932984250,***MASKED***,3,10,Outgoing call,20,2024-01-08 10:01:01.000000,2024-01-08 10:01:21.000000,0.3333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932985210,***MASKED***,4,10,Outgoing call,20,2024-01-08 10:20:38.000000,2024-01-08 10:24:43.000000,4.083333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
932988138,***MASKED***,22,10,Outgoing call,20,2024-01-08 11:31:04.000000,2024-01-08 11:32:04.000000,1.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
932991151,***MASKED***,4,10,Outgoing call,20,2024-01-08 12:37:15.000000,2024-01-08 13:42:38.000000,65.38333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933000342,***MASKED***,5,10,Outgoing call,20,2024-01-08 15:37:45.000000,2024-01-08 15:40:05.000000,2.333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933011638,***MASKED***,12,10,Outgoing call,20,2024-01-09 04:47:36.000000,2024-01-09 04:48:02.000000,0.4333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933015848,***MASKED***,5,10,Outgoing call,20,2024-01-09 07:10:50.000000,2024-01-09 07:11:20.000000,0.5,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933016391,***MASKED***,3,10,Outgoing call,20,2024-01-09 07:19:03.000000,2024-01-09 07:28:48.000000,9.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933018223,***MASKED***,4,10,Outgoing call,20,2024-01-09 07:48:41.000000,2024-01-09 07:50:53.000000,2.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933023721,***MASKED***,6,10,Outgoing call,20,2024-01-09 09:28:10.000000,2024-01-09 09:36:10.000000,8.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933024600,***MASKED***,6,10,Outgoing call,20,2024-01-09 09:43:14.000000,2024-01-09 09:51:02.000000,7.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933025681,***MASKED***,6,10,Outgoing call,20,2024-01-09 10:02:05.000000,2024-01-09 10:05:51.000000,3.7666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933030573,***MASKED***,5,10,Outgoing call,20,2024-01-09 12:04:00.000000,2024-01-09 12:04:47.000000,0.7833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933040627,***MASKED***,22,10,Outgoing call,20,2024-01-09 15:18:28.000000,2024-01-09 15:24:13.000000,5.75,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933058220,***MASKED***,7,10,Outgoing call,20,2024-01-10 07:42:09.000000,2024-01-10 07:56:13.000000,14.066666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933060186,***MASKED***,15,10,Outgoing call,20,2024-01-10 08:18:45.000000,2024-01-10 08:32:04.000000,13.316666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933060967,***MASKED***,15,10,Outgoing call,20,2024-01-10 08:32:56.000000,2024-01-10 08:43:03.000000,10.116666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933076667,***MASKED***,8,10,Outgoing call,20,2024-01-10 14:12:39.000000,2024-01-10 14:34:59.000000,22.33333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933077008,***MASKED***,10,10,Outgoing call,20,2024-01-10 14:19:37.000000,2024-01-10 14:19:52.000000,0.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933081929,***MASKED***,17,10,Outgoing call,20,2024-01-10 16:39:00.000000,2024-01-10 16:51:20.000000,12.333333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933089689,***MASKED***,13,10,Outgoing call,20,2024-01-11 02:04:15.000000,2024-01-11 02:07:04.000000,2.816666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933105010,***MASKED***,20,10,Outgoing call,20,2024-01-11 09:50:22.000000,2024-01-11 10:31:24.000000,41.03333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933109015,***MASKED***,4,10,Outgoing call,20,2024-01-11 11:16:19.000000,2024-04-29 15:37:34.000000,157221.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933128068,***MASKED***,39,10,Outgoing call,20,2024-01-11 23:03:57.000000,2024-01-11 23:11:55.000000,7.966666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933145012,***MASKED***,8,10,Outgoing call,20,2024-01-12 09:38:57.000000,2024-01-12 10:28:52.000000,49.91666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933151894,***MASKED***,27,10,Outgoing call,20,2024-01-12 12:14:16.000000,2024-01-12 12:17:12.000000,2.933333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933160205,***MASKED***,7,10,Outgoing call,20,2024-01-12 15:19:01.000000,2024-01-12 15:20:16.000000,1.25,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933172698,***MASKED***,22,10,Outgoing call,20,2024-01-15 01:32:47.000000,2024-01-15 01:34:47.000000,2.0,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933178073,***MASKED***,5,10,Outgoing call,20,2024-01-15 06:30:13.000000,2024-01-15 07:45:50.000000,75.61666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933181212,***MASKED***,6,10,Outgoing call,20,2024-01-15 07:23:46.000000,2024-01-15 07:29:49.000000,6.05,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933182600,***MASKED***,9,10,Outgoing call,20,2024-01-15 07:45:29.000000,2024-01-15 10:05:37.000000,140.13333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933187660,***MASKED***,8,10,Outgoing call,20,2024-01-15 09:00:29.000000,2024-01-15 09:04:17.000000,3.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Busy
933187744,***MASKED***,16,10,Outgoing call,20,2024-01-15 09:01:47.000000,2024-01-15 09:07:43.000000,5.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933191934,***MASKED***,4,10,Outgoing call,20,2024-01-15 10:12:47.000000,2024-01-15 10:14:20.000000,1.55,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933194270,***MASKED***,2,10,Outgoing call,20,2024-01-15 11:03:10.000000,2024-01-15 11:03:23.000000,0.2166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933194450,***MASKED***,7,10,Outgoing call,20,2024-01-15 11:07:33.000000,2024-01-15 11:15:29.000000,7.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933200408,***MASKED***,8,10,Outgoing call,20,2024-01-15 13:15:20.000000,2024-01-15 13:37:37.000000,22.28333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933212235,***MASKED***,4,10,Outgoing call,20,2024-01-15 17:28:53.000000,2024-01-15 17:33:01.000000,4.133333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933212666,***MASKED***,4,10,Outgoing call,20,2024-01-15 18:00:25.000000,2024-01-15 18:07:58.000000,7.55,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933228529,***MASKED***,4,10,Outgoing call,20,2024-01-16 08:24:57.000000,2024-01-16 08:25:01.000000,0.0666666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933235369,***MASKED***,33,10,Outgoing call,20,2024-01-16 10:29:00.000000,2024-01-16 10:30:27.000000,1.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933238679,***MASKED***,12,10,Outgoing call,20,2024-01-16 11:56:28.000000,2024-01-16 11:57:26.000000,0.9666666666666668,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933238886,***MASKED***,16,10,Outgoing call,20,2024-01-16 12:03:02.000000,2024-01-16 12:03:07.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933243978,***MASKED***,6,10,Outgoing call,20,2024-01-16 13:39:31.000000,2024-01-16 13:52:22.000000,12.85,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933245487,***MASKED***,5,10,Outgoing call,20,2024-01-16 14:02:17.000000,2024-01-16 14:06:43.000000,4.433333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933247875,***MASKED***,6,10,Outgoing call,20,2024-01-16 14:38:41.000000,2024-01-16 14:46:29.000000,7.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933254135,***MASKED***,2,10,Outgoing call,20,2024-01-16 17:15:12.000000,2024-01-16 17:16:41.000000,1.4833333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933268224,***MASKED***,18,10,Outgoing call,20,2024-01-17 07:26:36.000000,2024-01-17 07:27:03.000000,0.45,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933275052,***MASKED***,19,10,Outgoing call,20,2024-01-17 09:24:02.000000,2024-01-17 09:28:46.000000,4.733333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933277570,***MASKED***,24,10,Outgoing call,20,2024-01-17 10:12:00.000000,2024-01-17 12:16:08.000000,124.13333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933281862,***MASKED***,7,10,Outgoing call,20,2024-01-17 11:56:16.000000,2024-01-17 12:06:55.000000,10.65,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933281968,***MASKED***,10,10,Outgoing call,20,2024-01-17 11:59:34.000000,2024-01-17 12:05:17.000000,5.716666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933285158,***MASKED***,7,10,Outgoing call,20,2024-01-17 13:08:14.000000,2024-01-17 13:44:56.000000,36.7,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933286014,***MASKED***,6,10,Outgoing call,20,2024-01-17 13:25:12.000000,2024-01-17 13:30:56.000000,5.733333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933292319,***MASKED***,17,10,Outgoing call,20,2024-01-17 15:18:31.000000,2024-01-17 15:43:54.000000,25.383333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933298833,***MASKED***,4,10,Outgoing call,20,2024-01-17 20:07:59.000000,2024-01-17 20:09:33.000000,1.5666666666666669,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933299064,***MASKED***,10,10,Outgoing call,20,2024-01-17 20:23:20.000000,2024-01-17 20:32:17.000000,8.95,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933303150,***MASKED***,4,10,Outgoing call,20,2024-01-18 02:05:33.000000,2024-01-18 02:05:38.000000,0.0833333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933306980,***MASKED***,13,10,Outgoing call,20,2024-01-18 06:21:19.000000,2024-01-18 06:29:07.000000,7.8,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933311119,***MASKED***,8,10,Outgoing call,20,2024-01-18 07:50:17.000000,2024-01-18 07:59:01.000000,8.733333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933312777,***MASKED***,11,10,Outgoing call,20,2024-01-18 08:19:52.000000,2024-01-18 08:24:38.000000,4.766666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933315995,***MASKED***,20,10,Outgoing call,20,2024-01-18 09:16:01.000000,2024-01-18 09:22:57.000000,6.933333333333334,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933316639,***MASKED***,4,10,Outgoing call,20,2024-01-18 09:27:12.000000,2024-01-18 09:35:46.000000,8.566666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933320544,***MASKED***,16,10,Outgoing call,20,2024-01-18 10:45:53.000000,2024-01-18 10:47:05.000000,1.2,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933328740,***MASKED***,10,10,Outgoing call,20,2024-01-18 13:44:51.000000,2024-01-18 13:47:11.000000,2.333333333333333,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
933333163,***MASKED***,8,10,Outgoing call,20,2024-01-18 15:11:59.000000,2024-01-18 16:32:30.000000,80.51666666666667,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Reached
933338644,***MASKED***,8,10,Outgoing call,20,2024-01-18 19:10:48.000000,2024-01-18 19:11:49.000000,1.0166666666666666,***MASKED***,***MASKED***,***MASKED***,***MASKED***,,Not reached
